"userName","score","text","date"
"Reagan",5,"One of THE BEST free survival games I've played. The movement is simple, the controls are simple, and the upgrade system is surprisingly complex, yet easy to understand. When a run starts working, and all your power-ups start synergizing, it feels wonderful. The graphics are gorgeous, too, though I've always been a sucker for stylized pixel graphics with a limited color scheme. Would definitely recommend to anyone and everyone.","2024-05-01T00:12:32.735Z"
"Rhowen MacKeigan",5,"it's a very fun game!! a perfect way to kill time. I was a bit worried when I saw it had ads, but it's only to revive, or get upgraded. they never force you to watch an ad","2024-08-01T22:12:13.460Z"
"Danyell Johnson",5,"This game is hard but fun and it has so much personality, even with the difficulty I never felt like raging or quitting, in fact, the difficulty drew me to finish it. I do recommend!","2024-07-26T17:11:11.539Z"
"Matthew Augart-Peponis",5,"Awesome game. It's a joy to create your build and work your way up to achieving OP combos. That said, as others have noted, after the 8-10 minute mark you've already won. Eg: I play a dark ritual + reaper bullets build when I can. Enemies die to curse (boosting base damage which boosts curse), explode into splinters (or plague activates), new enemies get curse, repeat. It's fun, but I'm in no real danger. Still, awesome game, 10/10","2024-06-15T20:01:07.518Z"
"Боян Тихомиров",5,"The game is actually very addicting. It has interesting characters, each with different abilities. There are also runes you can buy and upgrade that will boost you a little through the game. Also when you are leveling up, you can pick one from a few buffs that can make crazy combos together and/or with the character's abilities. Plus there are bosses and difficulty levels. In my opinion its worth a try. Although if i could add one thing into the game it would be an ""endless mode"".","2024-06-02T12:51:01.632Z"
"Peio _Games",5,"One of the best singleplayers on phone right now in my opinion, love the art style and the abilities a lot, hope they keep adding stuff to it because it has a lot of potential","2024-07-17T22:49:04.562Z"
"Abhijeet Chawla",5,"Awesome and fun game. The Monetisation system with ads is quite fair IMO and it's probably the best made system I have seen in years and the gane play is as super fan again","2024-09-11T12:21:33.107Z"
"Stefan Pesic",5,"Epic game, simple yet different every time. However, I don't recommend playing in more than once, it's a brain scramble without a break xD","2024-09-04T20:43:15.704Z"
"Kurvell Fields",5,"Amazing survival game, fun, enjoyable, progressive and engaging, all that is needed is a way to save all progress and achievements so if the app is deleted and you get it back or want to play on another device your progress will be saved but besides that it is a great game💪🏾","2024-06-20T22:50:23.135Z"
"Matthew Casio",5,"Honestly the game's very addicting, I could play for 5 hours. I like the simple game loop along with the characters and weapon choices which makes the gameplay more random especially with the pickups after you kill enough ones. It'd be nice if you guys keep on bringing more characters and guns to choose from but just right now, this game is really good. Keep up the great work guys, oh and hey I recommend using Lilith with the bat gun, with the ""Splinter"" upgrade choice, it gets very easy!","2024-05-15T12:23:42.407Z"
"Joshua Allesandro",5,"I'm using play pass, and i bought a character from shop(which if free) but i accidentally uninstall the game, when i redownload it I don't have the character, so i open shop and buy it again but I can't get the character anymore 😭. I'm basically locked out of that character, i cannot buy it, i cannot use it, please help","2024-06-29T04:35:29.976Z"
"Jack",5,"Realy wish you make the magnet tree slowly pull ALL experience towards you. Particularly for seige mode and characters like lilith that kill outside screen, make it an ultimate or something. Also why is this game difficulty increase by taking out the fun, like reducing the already exreamly limited upgrade choices and experience gain, thats just stupid and not fun.","2024-04-19T14:06:09.499Z"
"Reygie June Catugoran",5,"Finally after 2 years the ""Google Save"" has arrived. I mean i have been playing this game for more than a year and a ""Save Online"".. or some thing finally poped up.... Yeah it han been hard but enjoyful experiece playing this game.. Just remove the ""Top Up"" requirememts for soe characters.... So far, it has been great.","2024-07-13T11:55:12.924Z"
"Myah Davis",5,"Embark on an electrifying journey with 20 minutes until Dawn!! This fast-paced arcade adventure offers a myriad of characters and challenges to conquer, with the exhilarating batgun at your disposal. Don't miss out on the adrenaline rush dive into the action-packed fun today!! Absolutely love the batgun.","2024-04-17T21:20:04.931Z"
"Jayden Benitez",5,"This game is great its one of the most mobile games that I love to play and there are just so many things to test out tho I don't understand fully of how come it's not really a offline game but everything else about the game I'd say is great","2024-08-26T01:28:56.394Z"
"Khalon Kelsey",5,"Bought the dasher IAP, and it went through, but I do not have the character. Upon checking purchase history, google says it was canceled, yet trying to repurchase it says that the item is already owned. The money for the initial purchase is seemingly unrecoverable since I can not refund it.","2024-08-20T23:37:14.700Z"
"Eric Briscoe",5,"Good game I played on PC. It now has controller support. It didn't the last time I played this on my phone. Causing me to delete the app. Now it's perfect!","2024-07-16T15:58:49.157Z"
"johnmike caponpon",5,"It's a very fun game, although, I think what carry me was the Ads. Overall, it's a very fun game for starters.","2024-06-30T16:10:09.810Z"
"Jovi Preece",5,"this game is extremely addictive and fun. I do with though that for some of the power ups you could summon one or two of the (playable) girls from the character selection but then I feel like that would be asking to much. overall 10\10 game would recommend","2024-04-04T05:34:56.834Z"
"Mark Anthony Dulay",5,"The game was great, but unfortunately I can't click the starter power ups. I clicked it several times but still not working. The only thing I can do was to giving up those power ups. Hope you can fix it. Thankyou.","2024-04-30T16:37:12.633Z"
"Sujit Navghare",5,"I actually like this game, Its way fun.many abilities and effects the battling style is awesome. Can play this game anywhere everywhere. The thing I liked most is the bosses ,variety of the, we have dodge ,attack ,the powerlevels are incredible.Basically this games is good to give a try","2024-05-22T07:39:28.252Z"
"Zukaarinokushi",5,"Great fun, great pixel-art visuals, most fun I've ever had.","2024-09-16T08:11:14.914Z"
"Confused?",5,"This is so much fun to play. When a build finally starts to synergize it feels beyond rewarding. I didn't even realize there were unlockable skills or attempt to try new characters/weapons at first because I got so into just playing on the defaults. I think if anything we're to be added/changed it would be the inclusion of a semi infinite mode. But I understand that it would require some reworking to make it feasible. I just want to play rounds for longer 😂","2024-03-26T19:14:32.420Z"
"Mr Grip",5,"Yay for the static joystick 🕹️🎉. I haven't played this game for a long time, but after seeing this update I quickly updated it and played it with so much joy, the feeling of your character moving exactly where you want her to go, smoothly and without lag or glitch, it is just so great that this game deserve more than 5 stars ✨. I also want to apologize for my previous review, but still you need something more to get my money. And also please fix the account transition to paid version.","2024-04-28T00:00:37.123Z"
"Alexandra Ovsyankina",5,"awesome game, great sound design, great weapon evolutions and stuff like that. for some reason though, the sound effect of Smite went away, and it tickled my brain so good :( where did it go and how do I get it back...","2024-06-02T13:59:47.723Z"
"Robert Leinweber",5,"While I do love this game, I'm not sure if this is the same revision as the premium version as that has received a major update recently, it's still worth 5 stars, but it would be nice to know if Play Pass version is the same as premium or if it's more like a ad sponsored plus version.","2024-04-18T00:57:27.456Z"
"Vinci Tuazon",5,"Man, in first I thought this was like other roleplay things and gives you boredom but once you've got the momentum and proper build,damn, this game is totally amazing even the environment is black&white it gives you the feeling of excitement totally worth to download","2024-06-13T15:57:05.388Z"
"Gabriel Knezović",5,"I love this game, the concept is just really cool and it's satisfying to watch all the monsters get swept","2024-08-27T10:42:33.102Z"
"Christopher Mulder",5,"Very fun and addictive, this is a knockoff of vampire survivor and a damn good one. likely better.","2024-08-19T20:40:56.302Z"
"noah Kurniawan",5,"A fun game, would like more weapons, the movement control is janky sometimes but other than that the frame rate is consistent and nice. Good graghics and design.","2024-06-07T13:43:39.800Z"
"Tom C",5,"EDIT: the developer has updated the Play Pass version to 3.2, despite what the Google ""What's New"" section says. If you haven't played in a while, you have some new powers to play with! 5 stars! ---- Old Review: The Google Play Pass version is different from the 'Premium' version. As of this review, Play Pass is at 3.0 while Premium is at 3.2. Will Play Pass get that update?","2024-08-30T01:40:34.471Z"
"Raymond Silva",5,"Very fun! I kind of wished the sprites looked better, idk they're kind of grey and washed out. overall a great game.","2024-07-26T01:55:50.877Z"
"m.leo",5,"exactly what i want in rougelike game 🔥🔥 a lot of fun and I love the style they have. Glad I gave it a try","2024-09-02T05:39:34.608Z"
"semoga bisa",5,"love it!!!!!! been uninstall then install for 7 times changing phone and other circumstances but always excited to play this game... thx dev","2024-07-12T21:26:09.672Z"
"Areeba Shifa khan",5,"I never liked playing these types of pixelated games but this one is awesome. I love it alot! It's worth it!","2024-07-22T11:22:51.672Z"
"Roel Ygot Jr.",5,"good game a much more challenging versions of the most .io games in the play store, recommend this one if you don't want to get bored","2024-07-01T18:40:04.300Z"
"Massoud zadani Aminyaar",5,"Completely a fun game, less mb but addictive and fun! Ik feel like it deserves the 5 stars!🥳","2024-09-09T08:08:25.250Z"
"Omari Fisher",5,"Very fun game to figure out and simple enough to play on the go.","2024-09-06T03:22:53.800Z"
"Jarrod Benjamin",5,"I've played quite a bit of bullet-hells, and this is by far holding up that reputation, love every aspect of it, from the upgrades, synergies, types of weapons, as well as the character types. It is a bit hard to get the grasp of it, but after a few few tries, I've managed to at least last 10ish minutes. Would definitely recommend if you're a fan of the genre.","2024-01-21T13:19:57.271Z"
"Lions2th",5,"Love this genre of game, and this one is the best by far, but please nerf the Grenade launcher, it's waayyy too powerful. By the time I hit level 10 with it on a standard round I'm already untouchable, and once I get a few tomes and special character items, the game is legit easy. Maybe make it so if the player is too close to one of their explosions they get stunned and have lowered movement speed, or decrease the ammo count to 1. Otherwise, this game is awesome. 9.75/10","2022-11-18T00:30:54.115Z"
"Bagel Lord",5,"Full on edit, complete rate redo, I love this game... It's actually so good, that I showed it to my brother whom likes to hate everything I show him and he actually got into it! If your game can do that, it deserves 5 stars. Oh, and also I beat the second boss just fine, I just need to get better... However I still have an issue with gameplay as the game just that it gets too hard in the last 6 minutes. A fix would just be more health regen options.","2022-12-03T09:19:44.600Z"
"Chuah Jia You",5,"Extremely fun game! This game is not easy as you think, it requires strategy on choosing which upgrade you need. I also likes how they balance the game when upgrading, there is nerf and buff, which makes it doesn't feels boring like the other games just giving you lots of buffs. This game also doesn't have lags, like I don't really even feel or see it. Overall, 5 stars is perfect for this game.","2022-12-13T16:00:29.384Z"
"Frosty The Iceberg",5,"Amazing! Absolutely amazing! the sprite work is phenomonal! the sounds are amazing, the music is wonderfully ambient, and the enemies show enough variety to remain fresh. my only complaint? when achieving too many kills at once, the game is simply incapable of playing every sound at once; the audio skips as a result. other than that, 11/10!","2023-02-17T00:28:30.427Z"
"Marc G",5,"Really enjoyable twin stick roguelike. Difficulty really ramps up after the first map so have fun with that! There's a premium version that's $3 USD. If you're going to spend money just get that version. I moved to a new phone and it seems my purchases are gone but I already have a ticket out to support, so we'll see what happens there.","2023-04-18T21:09:00.201Z"
"superbatman 4000",5,"Saw a YouTuber play it, looked like fun. The assumption was correct. This game has more replay value than any other game on the appstore (except candy crush for old people), it doesn't have intrusive ads that play between runs either. Although it's great, there are some things that take from the experience, the first and foremost being the controls, They. Are. A. Painful. It's hard to tell whether you're auto aim or if you're aiming somewhere until you stop focusing on dodging. Else it's great!","2022-11-20T20:02:27.613Z"
"Vander Karl",5,"For a free phone game? Pretty awesome! ...not saying much, thanks to how awful the competition is, BUT the aesthetic and gameplay are compelling, the controls are more than serviceable (twin-stick, can auto-aim), and there seem to be NO MANDATORY ADS. That makes it 5 stars for me! [edit: they added NEW optional content that requires ads or purchase, it's ok] I have the Steam version as well. I don't get why there're many balance changes vs PC, like the flame gun not firing quickly or piercing.","2023-01-31T08:09:41.961Z"
"Tenzin Rangdol",5,"played for few hours and it's phenomenal! the variety of characters and weapons makes it even more fun....and you don't even have to spend a single dime to get all the good stuff. but yeah there's 2-3 characters which can be bought by real money and it's cheap af....this game surely deserves all the support and love! Though only problem is that when you clear all the difficulty levels, there's nothing much to do and it feels repetitive....need more content Thanks devs","2022-12-11T05:08:54.414Z"
"ItzDictateMate",5,"This has honestly been the most fun I've had playing a mobile game, a genre notorious for lazy and uninspired games. The game plays really well and isn't baby easy. Some combinations are a bit too overpowered (eg. ghost friend + magnifying lens can oneshot all bosses) but the balance is relatively good. The lack of ads is also nice, sure you can watch an incentivised ad, but the game is still fairly winnable on 15 darkness without runes or ads!","2022-12-17T06:31:38.464Z"
"nakkanumi",5,"installed it 1 hour ago, already one of my favourite games. it's so FUN!! i didn't know how to play at first and got a little frustrated, but you learn really quickly. and the perks system??? you don't spend money (in game or irl) to get perks for your weapon, but DURING the level. so it's always a different set of perks that can make or break it (i love the challenge). i am loving the crossbow and lilith; they make such a great combo. i can't wait to play further and see what else is in store.","2023-11-07T09:05:05.100Z"
"Taylor Cantu",5,"Game is fun and similar in some ways to vampire survivors but with its own style and different builds, theres no infinite runs though. Each run is 20 minutes 20 minutes is tough and towards the end of each run I've been fighting to survive. I've never liked the way mobile games control but it's been implemented well for this game.","2022-11-06T22:58:35.235Z"
"Hayden Cox",5,"This game is amazing, even made me feel like i should get the full version! This game feels and looks like classic top down shooters i love, mixed with the endless ways to play. My ONLY complaint is the controlls, the auto aim is useful and saved my run multiple times but the constantly changing movement stick is a problem, maybe add a stick lock feature?","2022-12-14T01:49:49.676Z"
"K. M.",5,"Idk what all the negative reviews are for. Picky gamers being pedantic over negligble issues. Never had an issue in game, characters are fun, levels are enjoyable, upgrades and weapon choice is very much appreciated. 10/10 game. I've grown tired of it over a few months but it is a title on mobile I'll revisit for sure. Quick to install and fast to get back into the swing. Well done devs.","2023-09-19T01:32:52.362Z"
"Brandyn Turner",5,"I own this on Steam as well, and Tthe mobile version does not disappoint. Ads are completely optional and mostly just give you a boost or revive, but you still get the core experience without them. Game play is essentially a bullet-hell, survivors, rogue-like experience. None of the deaths ever feel cheap especially given the variety of builds you can make. Replay value is high as a result because there are a lot of combos to experiment with.","2023-03-21T18:19:57.670Z"
"MrDud",5,"Actually good game. Furst off ads. They are not intrusive at all. No random ad pop ups during loading screens no bs. They show ads in parts yes but they are optional and if you do watch them you get a bonus (like self revive for example.) The progression feels a lttle grindy but in a way where it feels like you make tons of progress each run. Each character is fun and each weapon is fun too. Its a seriously great game all for free!","2022-12-22T17:24:40.951Z"
"Eric Krause",5,"fun game, I have been playing, and have unlocked the characters and guns with no money spent. I appreciate that the game isn't pay to win. You can watch ads if you want, but it isn't pushed on you. Good replay value, and its fun to find all the synergies that the boosts give together. Thank you devs, for making an enjoyable game that doesn't make you watch ads more than you play the game.","2023-02-21T00:52:18.802Z"
"Abram Maldonado",5,"It's fun, a rouglike bullet hell with a wide selection of guns and playable characters. I would pay for this game as a single purchase to remove ads if possible, even if there just for revives or upgrade rerolls. This game is polished and feels like it has potential to grow with additions such as an endless mode, a wider selection of enemies, random more restrictive map options and wackyer options for upgrades. I'm enthusiastic to see the future of the developers and the future of this game","2022-12-06T09:33:39.169Z"
"Ja'far Al-rajab Irfan",5,"Extremely fun game. My only 2 complaints is that Runes should be double-tapped or at least need confirmation in order to change them because I've had at least a dozen cases where I accidentally unequipped or changed them. And that there should be a way to disable the fire button for those trying to get the Pacifist and Reckless achievements. It's not fun going in 15 minutes into a run only to accidentally hit the fire button and fail the achievement.","2023-05-25T23:09:51.422Z"
"Darren games",5,"Very fun game, still at the beginning phase of the game, so I can't judge it too well. For now, it's very fun and enjoyable. The only thing I'm worried is the repetitive gameplay. If the game's is for that, then it's a great game, but if it's going for a long period play kind of thing. The I think personally, that it's going to get boring. I suggest adding some more modes that might switch up the game, maybe some type of stories might be a good add-on. But overall great game (got too into typing","2022-11-27T04:20:58.244Z"
"Phillip Lang",5,"A lot of fun, easy to get into and quite habit forming. I love all the perks to mix around and experience the carnage of reversing the tides of hell. Lilith among my favorite to play has a game breaking feature to be mindful of. Her ability to summon a skull upon killing a monster can be overdone very quickly filling the screen with skulls and slowing the game to a crawl. Otherwise totes fun to play with all the characters and weapon combos. Thanks for making this game!","2023-10-14T02:25:33.117Z"
"Nicolencal",5,"Absolutely Amazing! Best 20 minutes of my life spent on a mobile game! Great idea, great play time! Lost of features and battles! I first played this on a unblocked site for games at school, I died about 20 times but it was worth it. I played this with a phonk playlist blasting in my ears, The creators did an excellent job at creating this. I recommend playing this at night because I did. I love this game but please add more characters and guns. ⭐⭐⭐⭐⭐","2023-05-27T04:43:38.383Z"
"Eloy Guillen",5,"It is a minimalist but great game, in the market flooded with free games that fill your time with adds this game provides a nice break. Making all add watching unesesary to play, but still rewarded if done in game. Ofc the game is fully playable and passable without watching a single add. It's nice to turn off your brain and relax for a while","2023-08-28T15:14:58.153Z"
"Out Dated",5,"This game is a king of rogue likes on the mobile platform. I love using different gun/ character combos with a great line up of upgrades making every run interesting. There's also optional ads, you could beat the game and have no ads at all. I feel like there's a lot of love and passion driving the development of this game.","2022-12-23T18:32:01.590Z"
"Kyle N",5,"20 Minutes Till Dawn is one of the best mobile games I've played. It's a fun and challenging top-down 2D roguelike shooter similar to Enter the Gungeon or Vampire Survivors. It played perfectly on my phone. Games last 20-25 minutes, though there is a 10 minute game option. Every character feels unique, and there are a variety of builds you can play. Progression between games seemed to go pretty quickly. Highly recommend!","2023-07-10T04:35:08.490Z"
"Feathered Dragon",5,"can't get shop to work (im on playpass, ive seen others have this issue, too), but game is extremely fun. I've been playing it for hours already, it's extremely fun. the characters are so cute and well made, I love them. there's an aspect of strategy that has sucked me in. I can barely put it down! I would recommend if you're a fan of roguelikes OR bullet hells. it's an absolutely amazing cure for boredom! I'd write more, but character limit is catching up and I wanna play even more of the game!","2023-06-07T22:17:13.102Z"
"Nobeylol",5,"Good game had to edit my review because I misread something. I want to give a couple suggestions for the game. I think having more variety in enemies sprites or something like that. The bosses are pretty easy and I think adding more moves for the boss to do would help with that problem. Like the first boss on Forest only really lunges are you and nothing else. Anyways I really like the artistic path y'all took with the game. Excited for what this game will be also hope and endless mode arriving","2022-12-13T02:55:34.409Z"
"Ade Ang",5,"Great game ! Not an expert of roguelike but managed to beat darkness 15 on first stage, i think the second stage ""temple"" is too buggy because it is almost impossible on darkness 12 and above, the second boss on ""Temple"" is almost unbeatable, not to mention sometimes the explosion makes your character got thrown out of bound. needs a fix asap... Really wanted to buy the premium version but why is it not recently updated ?","2023-08-04T14:30:36.540Z"
"Nguyên Trần",5,"I enjoy the game very much. However after making all those transactions, I discovered there were ""premium"" version, which probably has all the features unlocked. I wish there were more achievements, more rewards as I bought and upgraded everything possible within a few days. Now lacking motivation to play, I guess I'd wait for another game after this and Brotato","2023-10-18T10:49:02.743Z"
"joshua finley",5,"Very much a fun game with a great asthetic. It's not very difficult but it's very much a fun game. Can't wait to see what they further release. Maybe extra magic or more enemies. Give us a real nightmare mode where we can cut loose! Give me something in the store worth buying and I'll pay for it because it'd be great to support you guys.","2022-11-25T02:45:40.404Z"
"Roy Chen",5,"The game is similar to Survivor.io but better in every aspect. The synergies between upgrades can lead to some hilariously free wins lategame, there are a huge variety of playstyles, no popup ads, and the progression system is fair and unexploitive. To nitpick a few things: the bull boss demands a bit too much agility out of the player so early game, and the enemy variety is lackluster for a rougelike. 9/10","2022-12-15T19:52:19.800Z"
"Tebogo",5,"A perfect action game seamlessly combines intuitive controls, immersive storytelling, and breathtaking visuals. It offers a dynamic and responsive combat system, providing a balance between skill and strategy. The game world should be richly detailed, offering diverse environments that enhance the overall experience. A compelling storyline, complemented by well-developed characters, adds depth to the adrenaline-pumping gameplay. Additionally, a perfect action game incorporates a variety of chall","2024-01-15T19:16:07.895Z"
"Marko Hrustanović",5,"Love it. Played it a lot over pc and was overjoyed to see it here. This is the quality we should get with every mobile game. Few tips: not every upgrade is perfect for every weapon; If you think you're to weak, you probably are, start over; Stay close to your xp (this isn't my favourite thing, though it's not that much of a problem). Enjoy","2023-11-12T07:59:31.552Z"
"Anes Hrnjic",5,"One of the best shoot 'em up games i have ever played. No question about it. Everything about the game is amazing, the weapons have their ups and downs but with right perks can be extremely deadly, characters are very cool and have their own unique charm to it all, ads are not showed into your face and this is the first time I don't mind ads if i want to be revived or something. The only thing i would add would be s few more weapons and characters, more maps and more types bosses and elites.","2022-12-09T08:58:02.888Z"
"Spear Wy",5,"very gg, i love its not a mobile game. I do wish the enemies were easier to see. it's really frustrating just walking into an enemy, same goes for setting the zoom. I can't hardly see bosses above or below me on mobile. but it works on PC. lastly I think it'd be great to have coop and weapon to perk combos. like the shotgun being amazing with the smite setup. it'd be cool to see actual bonuses for running certain weapons with certain heros using certain perks. the more build craft the better","2022-11-25T00:51:22.973Z"
"Steezle Von Flex",5,"This game is pretty dope. One of the best of it's type in the dozen or so I've downloaded. It's ads, being more than reasonable, are optional. None of that ""energy-to-play"" or ""Battle pass” trash like everyone else. These devs are good people; admirable and talented. Big selection of skills and combinations, it will definitely keep you chubbed for a hot minute.","2022-12-06T21:47:49.982Z"
"Gavin Brown",5,"Fantastic! Excellent gameplay, delightful! Great opportunities to build, varied weapons & characters, and insane action! I'd love an infinite mode, more characters, and more weapons. I wanna see this awesome little game grow! Graphics are basic, but it's a deliberate choice due to how much is happening at any moment. Only gripe is a personal one: why do so many characters show cleavage? To me, it's pointless. Other than my personal gripe, this game is just great. Awesome job, devs!","2022-12-11T08:19:49.692Z"
"Aclib",5,"Don't expect too much of a challenge, especially when you have play pass, because that unlocks everything you'd usually have to grind for. Which I don't recommend doing btw, kind of destroys the whole point. Just stick with the skins and do grinding normally. It's a great unique take on the vampire survivor genre which you can sink many hours into. Personally I'd like to see a hardcore and an endless mode, otherwise I don't have any real criticisms.","2023-08-12T19:22:25.850Z"
"VRK",5,"a great game that has more depth than most mobile games. whether you need a quick game or grind, you can choose to do a 10 minute or 20 minute game. Lots of characters and weapons to unlock with a lot of interesting combo upgrades to use. My only gripe is that is that you die too easily (but you can watch infinite ads to revive pretty much), and that barrier that appears after the first half either forces you to die or take damage to get past it. if there's a way to avoid it let me know. 7/10","2023-08-05T02:14:14.727Z"
"Skelly Man",5,"Phenomenal game! Really enjoying it so far. Ads don't work; will watch an entire ad for a reward and then will have no way of closing said ad after it finishes. The X doesn't close the ad and if I hit ""back"" on my phone, it counts as skipping the ad so, no reward. No reward either way. Not worth removing any stars for — only an unfortunate issue that I'm assuming is on my end. Apart from the ad thing, I'm having a great time with the game! Top tier rogue-lite, highly recommend to everybody!","2023-04-08T11:44:58.223Z"
"Vicked Vuljo (Sharazzor)",5,"Good game to pick up and play here and there but it has lots of room for improvement. Level up choices give too much too often, game gets too easy too fast, also all the choices are too strong and it doesnt matter what you pick, everything makes you stronger and synergises with everything, there is no need to think. Upgrades that give survivability give dmg too, broken. Not enough ranged enemies, not enough enemy variety. All in all decent and fun game . Also no mandatory adds, nice!!!!","2024-01-23T13:52:04.324Z"
"rodiemer tominez",5,"As I played the game more I found some pretty good combos for talents, guns and heroes which is unique to all the survivor games I ever played. Also I found out the talents handbook on the main menu, silly me for not seeing that earlier. Only downside now is I can't stop playing! Also the sound effects gets messed up when there's so much going around.","2023-05-13T23:25:13.734Z"
"Bryan hernandez",5,"The game is truly amazing the dark aesthetic and combinations are really good, I will surely buy the full game even if i don't know what it adds or how the free one isn't ""full"" there should be some type of message or something to know what it adds since it supports the developers. I found a bug where the first boss for some reason got a huge knockback(I think it died while it was attacking so it fell outside the energy box) and the energy box didn't dissapear so i was stuck there and died.","2022-11-15T00:57:58.698Z"
"Christopher Riggs",5,"If you've ever played games like Risk of Rain or Dungeon of the Endless, then you'll pretty easily catch onto the drift of this game. However, unlike RoR, the difficulty scales much better here. More than likely, you'll never reach a point where you become unkillable. Proper movement and positioning are equally as important as upgrades, from what I can tell. Anyway, it's a great game. No issues running it on my Galaxy S22 Ultra. It plays significantly better with a controller.","2022-12-01T17:05:37.120Z"
"Logan",5,"I like this game a lot. But before you play it, you should know it does only one thing, which is provide and endless stream of monsters to shoot up for 10-20 minutes. If that's not what you're looking for, move along. If it is, boy you found it. A great game to play while waiting for something, each session requires your undivided attention and is a solid 4/5 on the fun scale. A little monotonous over time, but a reliable smash-em-up","2022-12-12T14:25:54.255Z"
"Gabrielle D",5,"One of the better iterations I've played of this type of game. Top down, infinite killing field type, but with a bit of play style customization. That is really the thing I find most lacking with these types of games, but this game does it pretty well with character and weapon options and upgrades. I would love to see more levels and more weapon customization, but for what it is I really enjoy this game. Well done.","2022-11-25T06:04:22.276Z"
