"userName","score","text","date"
"sg. SYT",5,"アビーのグレネードランチャーからのスキルがばり強い","2023-02-20T16:34:16.571Z"
"ぴよぴぴよ",5,"んないすあげんよなふほふふ","2024-06-26T03:12:51.171Z"
"奥田和久",5,"面白いです(^-^)/","2024-05-24T07:12:14.615Z"
"飽きやめ子",5,"純粋に楽しくなる…","2023-10-27T16:16:50.843Z"
"まつけ",5,"とても楽しいですよ！","2023-09-06T08:13:12.468Z"
"GaGa MILANO 2113",5,"なんとかサバイバーより面白い","2022-12-01T21:47:22.255Z"
"斉藤なつみ",5,"爽快で楽しい","2022-12-06T05:30:29.700Z"
"ritto Kinkai",5,"普通に面白い","2023-04-17T06:50:15.695Z"
"にこにこなめなめ",5,"なんとかサバイバーよりおもろい","2022-11-30T13:01:10.932Z"
"うどん",5,"ダッシャーはぶっ壊れです","2023-11-02T22:39:23.584Z"
"亮佐々木",5,"サバイバル系で今のところイチバンDEATH","2022-12-19T02:17:34.189Z"
"二児のパパ44歳",5,"何かおもろい","2023-04-01T18:34:13.601Z"
"chimper1002",5,"良い","2024-08-03T05:54:45.316Z"
"タウラテルヒロ",5,"面白かった!","2024-06-29T15:01:35.154Z"
"にゃんこ",5,"良さそう","2024-03-25T18:16:27.817Z"
"フェニックス不死鳥",5,"Google playパスに加入していればショップのアイテムが全て無料で手に入ります 能力もすぐに全開放出来ます","2024-01-21T04:56:08.820Z"
"真尋谷坂",5,"神","2023-12-16T17:10:24.182Z"
"Fractalyc_GD",5,"Triple Dragon is too OP","2023-12-07T12:44:12.981Z"
"Tksi Ntomo",5,"シンプル","2023-10-28T14:52:14.203Z"
"Andre 43",5,"爽了","2023-11-07T12:42:46.221Z"
"PBOSS (PBOSS)",5,"楽しい","2023-10-17T04:38:01.786Z"
"ましろあ",5,"可愛い楽しい","2023-08-18T16:44:37.871Z"
"中島大樹",5,"面白い","2023-09-04T14:30:42.740Z"
"ho- hi-",5,"面白い","2023-06-29T14:56:52.460Z"
"S YAMADA",5,"楽しい","2023-04-28T07:52:41.947Z"
"O Fin",5,"nice","2023-04-06T14:45:52.913Z"
"おやじ様",5,"面白いです","2023-03-01T00:45:07.859Z"
"山田真生",5,"おもしろい","2022-12-25T13:29:10.725Z"
"julian salazar",5,"the game is absolutely great, try it you won't regret it","2022-12-14T03:27:33.786Z"
"罗佑仁 レゼ",5,"good👍🏻","2022-12-13T08:41:54.773Z"
"べんじー",5,"面白い","2022-12-10T16:54:18.597Z"
"みったんチャンネル",5,"たのしい","2022-12-10T04:54:57.529Z"
"naoyuki yamane",5,"面白かった。","2022-12-17T16:29:53.314Z"
"Couse 5963",5,"Good game!","2022-12-02T11:02:41.771Z"
"セコム",5,"めっちゃ楽しい！","2022-12-04T13:27:42.764Z"
"animexamera",5,"うん、楽しい.","2022-11-29T01:53:49.960Z"
"にくにく",5,"楽しい！","2022-12-01T12:06:36.710Z"
"t empathy",5,"めっちゃいい","2022-11-25T23:05:49.358Z"
"梶木一磨",5,"おもろいです","2022-12-04T04:51:34.869Z"
"Roblox Corona",5,"めちゃくちゃ楽しい","2022-11-23T15:46:45.500Z"
"戦艦",5,"良いよ","2022-12-03T10:03:30.449Z"
"竹の子TT",5,"最高","2022-12-02T08:20:35.691Z"
"t oae",5,"(・∀・)イイネ!!","2022-11-27T05:15:44.516Z"
"Bùi Minh",5,"Rất đáng chơi","2022-11-25T18:37:39.445Z"
"侍魂",5,"おもろ","2022-11-30T01:45:45.331Z"
"石井しげる",5,"落ち着く","2024-05-09T15:19:25.142Z"
"ガールたまねき",5,"やるやん","2022-12-06T08:20:08.662Z"
"Anonymous Games",4,"この手のジャンルのアプリでは完成度が高い部類で面白かった。日本語も自然。 基本的な部分をしっかり抑えてあるし、キャラ、武器、スキルについても丁寧に調整されている。 しかし、一部極端にバランスの悪い部分があるのも確かで、独特の操作性と相まって癖の強い印象に仕上がっている。 敵バリエーションの少なさを種類の組み合わせや量の緩急で上手く補っている所にセンスを感じた。","2022-11-16T06:52:39.860Z"
"樺井義広",4,"ゲーム内容はかなり満足しているが少し不満点が。 ・広告を再生する時、かなりの確率で真っ暗になり、先に進まなくなる。 ・スマホの画面だとスキル発動のボタンが小さく、タップしにくい。 特に2番目のものは、通常攻撃をせずにクリアするアチーブメントに挑戦する際、誤って通常攻撃をしてしまう原因にもなってしまうので、ボタンの大きさを調節したい。","2022-11-24T10:59:47.645Z"
"松浦翼",4,"とてもいいゲームですね。 この手のゲームの中では珍しく、同じスキルは出てこないという仕様のおかげで、毎回のスキル選択がとても楽しくなっています。 要望として、パソコン版と同じように20分の制限なくこのゲームをプレイしたいと感じました。検討お願いします。","2023-02-23T09:50:46.710Z"
"warako hagi",4,"・個性あるキャラと銃・コインを使って初期能力が伸ばせるルーン・レベルアップ時に強化出来るスキルを組み合わせて、全キャラと武器で20分生き残れるよう頑張るゲーム。クセの強い銃にはそれに合ったキャラやスキルを選択するのがコツ。 広告カットの課金は無く、スタート時やコンティニューが必要な場合30秒、キャラを解除する特殊ステージで30~40秒のCM再生が20回必要。後半は慣れてくる為ほぼ広告を回す事も無くなった。 アチーブメント(称号)目的の15ステージは面白かったが、それまで14回×20分同じステージを繰り返しプレイさせられるのが辛かった。森から寺院のようにボスが変わる訳でも無く、1ステージをひたすら薄く伸ばした作りで、ヌルゲーなのに自分で時間を短縮する事も出来ず、ひたすら雑魚狩りをさせられている気分。本番はレベル15からなので、それまで広告5回閲覧でカットとかなら喜んで再生したし、報酬のコインも必要無いほど余るので、よりやりがいが感じられなかった。 称号には課金キャラ（ユキちゃん¥130）もいる為、全解除したいのならば安価ですが課金が必要。 ゲーム自体はジャンル初心者でも楽しく遊べました","2023-02-12T23:48:41.195Z"
"無料お試しガチ勢たまに課金するよ",4,"一世風靡したヴァンサバのオマージュ作品。１つの銃に色々なバフ等付与し、四方八方から迫りくる大量の敵を20分間倒すシューティング系ローグライト。序盤から割りと耐久力のある敵に囲まれるので、初見では難易度が高くやりごたえと捉えるか理不尽と捉えるか。また、早い段階で最終目標とするビルドに近付けられるかもクリアポイントであり、その辺も評価が分かれるところ。手探りでビルドを探してる段階ではやりごたえを感じたが、一度理解すると後半戦はマンネリする。全体的にはうまく纏まっているので星４。良いゲーム。","2023-05-26T10:56:21.225Z"
"ほにゃほにゃた",4,"最近よくある同系統のゲームの中でもかなりいい感じ。キャラや武器は比較的アンロックしやすく、組み合わせでプレイ感がガラッと変わる。またスキルも豊富でプレイする度に違うビルドを試すのが楽しく、レベルが上がってからの爽快感はダントツ。ただショップのアイテムは結構なコインが必要なのに説明がないので-1","2022-12-07T17:17:38.805Z"
"ニュン",4,"アプデで銃やタレントの性能が大幅改変。良くなったものもあれば改悪されたものも。クロスボウは威力が下がった代わりにチャージショットが出来るようになったが、長押ししてるわけでもないのに勝手にチャージされ、弾数が増えても連射が出来なくなった。火炎放射器は速射性能が上がった代わりに射程距離が短くなった。ライフ減少やダメージ減少などのリスクを含むタレントはリスクなしに修正されたものが多い。上級タレントの静寂の書は全く動けなくなるハズレ枠。書が増えたことで怒りの書が更に取りづらくなった。ダッシャーは10秒経過でトナカイ変身に変更。相変わらずヒナの分身スキルは使いどころが微妙。ダッシュ中無敵スキル取っても敵に当たればバリアは消えるし。経験値吸引範囲がかなり広がったのは良し。【追記】アプデでガラスの書のバグとクロスボウがちょっと修正されたが、クロスボウは相変わらずまだ使いにくい……というかチャージ要らないから前の仕様に戻して。【追記2】新武器のサイクロンソードは広範囲斬撃で強い。サーボナイフはロックオン追尾でパンツァードラグーンぽくて楽しい。水鉄砲は怒りの書が取れれば強い。各武器のパワーアップも良し。","2023-12-16T20:36:47.810Z"
"創武神",4,"アチーブメントでスキル攻撃をしてはいけないなどがあるがスキルボタンが小さいため誤爆してしまいやすいです。 スキルボタンを調整できると良い。大きく出来なくても、スキルボタンの場所を動かせるだけでも良くなる。 現在の不満は以上です。","2023-03-20T08:36:41.671Z"
"shimizu卍",4,"シンプルだからこその爽快感があってめっちゃええやん。 10分、20分と時間制限があって、時間が溶けることもねぇ まぁ改善点は敵の弾に囲まれた状態で死亡し、広告で復活した後、間も無く敵の弾に当たることくらいっすね。","2023-05-06T02:14:44.165Z"
"3 n",4,"広告を見てるときに誤ってplayストアに飛ぶとゲームに反映されなくなるのをどうにかして欲しい。 有料で広告見なくてもいいようになったら星５。 ダダにハマってたけどこっちが面白くて移動してきました","2023-08-06T23:29:06.224Z"
"n f",4,"面白いです。 1つ不具合らしき挙動を見つけましたので報告します。 キャラ:アビー 武器:魔法の弓 アビーのスキルボタンを連打しているとたまに所持弾薬数が1固定になりスキルが使用できなくなる。","2023-11-02T12:49:55.618Z"
"兜侍",4,"クオリティが高いが、射撃時は癖がある。長押しでオート撃ちに出来ることを知るまで時間が掛かった。あと回復少ない。","2022-11-08T02:49:59.634Z"
"Studio AZUR",4,"かなり面白い作りですが、広告が高確率で再生されない。押しても反応なし。なぜ？","2023-05-16T08:38:29.719Z"
"m i",4,"待望のアプデが来ましたが途中で移動が出来なくなって1度死んでから復活をすると直る不具合が発生しています","2023-12-30T16:55:20.385Z"
"燃えてるマシュマロ",4,"このジャンルの中ではかなり面白く、オマージュ元と比べてそこそこシビアになってて緊張感がたまらないが1部使い物にならない武器とかあるのでそこは何とかして欲しい","2022-11-08T13:34:11.695Z"
"キサラギKISARAGI",4,"面白いのだが広告見ると再開できない時があるのが難点","2022-12-08T06:26:02.644Z"
"カルピス",4,"面白いけど数回やると飽きる。でも面白いので初めてやる分には良い","2023-07-27T16:20:16.454Z"
"渡辺百合子",4,"楽しい。車でのプレーはおすすめしない。よう。","2023-11-18T06:33:45.360Z"
"何故童謡",4,"バンサバマジサバ他やってます。これも良作だと思うよ😃","2023-09-24T09:31:08.809Z"
"m i",4,"アプデはまだですか？","2023-08-11T16:57:01.774Z"
"じめがねま",4,"期待を込めて","2022-11-06T13:25:49.247Z"
"知恵流椎洞",4,"おもろいです","2024-08-23T13:17:51.116Z"
"Pato",4,"There are some issues with the smartphone version that I hope they fix if they are bugs. 1. You don’t take any damage when you use the rocket launcher. You can just spam it and upgrade the balls endlessly, which makes the game boring. 2. The ghosts enhanced by the magic mirror seem to have too much attack power. They make the boss melt in a second.","2023-03-30T15:57:50.866Z"
"ああ",3,"新ステージの二体目のボスがゴミ、プレイヤーの強化に対してありえないほど強い上に突進がしつこい、分身がどこから出るかで難易度が跳ね上がる、取り巻きが強い、のプレイヤーを苛つかせるためだけにできたゴミ アプリ自体は満点だがこいつの存在がゴミ過ぎてこの評価","2023-01-13T14:14:29.241Z"
"Mind_i. s_Shift",3,"広告表示されるのはいいんだけど、その中でいつまで経ってもスキップできないやつひとつ混ざってるよ製作者 オマケにホーム画面戻ったら強制ダウンだし 森12まで進んで残り10分ってとこだった いいとこまでいってたのに邪魔された気分なのでとりあえず星3 でもめっちゃいいゲームで、バランスもいいし爽快感抜群だし初期武器強いしで楽しませてもらっています","2022-12-13T23:34:25.635Z"
"PlusT.C",3,"PlayPassを利用すると色々と無料で解放されるが、圧倒的に強くなりすぎて消化ゲーになった。ゲーム性は良いがやり込み度は低いためすぐ飽きる。","2023-06-27T08:03:37.200Z"
"こたつさん",3,"ヴァンサバやってる人ならすぐ慣れるし勝ち確戦法見いだすのも早いと思います。 まだ森ステージしかやれてないけどステージ自体が暗すぎて視界の存在に気づくのに時間がかかった。","2023-06-17T01:09:28.124Z"
"がむっちょ",3,"面白いがビルドの組み方さえわかればヌルゲーです。ちょっと簡単すぎるかな、やりこみ要素ないし、すぐやることなくなる。","2023-01-05T11:22:42.679Z"
"凹凸-",3,"指が離れるたびにいちいちパットの中心地が動き、プレイヤー移動がカクカクしていてストレスだった。続かない","2023-11-13T10:21:15.658Z"
"あいす",3,"少し見にくい。敵と背景が 同じ色な感じやから見にくい","2022-11-20T02:33:16.535Z"
"Yuki",3,"playpassにてアプリ利用したが、アプリ内課金要素が利用できず、 購入キャクターを使用できない。","2023-06-03T09:25:29.370Z"
"銀",3,"ボス戦などで壁の中で戦う時に弾かれる動作があると場外に飛び出てしまい戻れ無い。","2023-10-05T06:49:24.521Z"
"山崎章史",3,"パソコンと一緒だけど広告と課金ある意味かわからない。","2022-11-21T20:05:38.464Z"
"くゆ",3,"移動ができず攻撃になってしまいプレイできなかった","2022-11-28T13:31:55.810Z"
"うめっぷる",3,"移動の操作性なんとか……………","2023-04-25T14:50:49.719Z"
"HM comet",3,"ヴァンサバでいいやってなるゲーム","2023-09-04T12:14:11.509Z"
"佐藤佐藤",3,"ヴァンパイアサバイバーみたいなやつ","2023-01-28T13:26:26.557Z"
"ドコモユーザー（docomo）",3,"自分には遭わなかった。","2023-08-15T01:51:09.922Z"
"tlted '",3,"pretty addicting.","2024-05-09T13:51:08.480Z"
"山田花太郎",2,"バグなのか仕様なのか解らないがスカーレット使用時(俺の時は)敵からダメージを食らってもライフの表示が変化しない事がある。(実際には減ってる)","2024-06-28T00:43:59.248Z"
"ツクヨミ",2,"明らかにパワーバランスがおかしい。 アイデアは良いと思うが、どう考えてもパワーバランスがおかしい。広告を見させて復活させる前提のゲームなら、広告を見させて欲しい。広告すら見えない状態でこんなにバランスのバグったゲームをプレイしろと言われても難しい話である。","2023-12-25T09:16:44.206Z"
"Mohito Light",2,"面白いが、以下の2点が改善可能。 ・20分が長い。中断機能がないとつらい。 ・メニューの「やめる」を押した途端死ぬ。確認の表示くらい出してはいかが。","2023-04-05T09:36:38.605Z"
"スゲーナスゴイデス",2,"面白いけどステージとかがなかなか変わらないし、敵も同じだから飽きてくる。攻撃力やスピードが上がらないと厳しい。武器もスキルもキャラも微妙。","2023-09-10T00:43:48.255Z"
"ぐべろろ",2,"とにかく序盤から敵が硬すぎて常に逃げ惑う事になる。武器ごとのバランスもぐちゃぐちゃでアンロックしただけでは使い物にならないものも多数ある。10分間ストレスを感じるゲーム。アプデでよくなるといいな。","2022-11-06T14:48:15.119Z"
"!着火だ着火ー!",2,"基本的には劣化ヴァンサバ 普通にやればそこそこ面白いのだがプレイパス入ってると金の力で強化やキャラ解放要素がほぼ全部スキップされることになるので 遊ぶ目標さえ無くプレイする価値が微塵もなくなる","2024-02-02T15:28:07.315Z"
"鈴木達也",2,"面白いんだけど広告バグが多発する。 広告が黒くなって続行不可になるので広告は開かないことをおすすめします。","2024-03-10T17:09:56.707Z"
"トークボックスプレイヤーYun0 ゆの",2,"すっごく面白いのに、追尾弾が相手に当たると分裂するビルドにしたら10秒経たないと1秒進まないくらい重くなって諦めた。 Galaxy S23","2024-03-14T07:33:24.236Z"
"ガメセンテルCX",2,"面白いんだけど、オートショットじゃ無いから片手で遊べないのが面倒で辞めたわ！","2024-04-28T21:47:15.881Z"
"フェルト",2,"データの引き継ぎができない点が難点","2022-11-29T12:14:22.652Z"
"山﨑弘介",2,"カッチカチの敵と悪すぎる操作性であまり楽しめなかった","2023-04-07T07:13:37.200Z"
"くまま",1,"高評価だったので期待していたのですが、操作性が分からず楽しめませんでした。 チュートリアル等があれば、楽しめたのかなと思いつつ、ストレス が貯まる一方だったので、二度と遊ばないです。 また、ゲーム性により楽しめる方と楽しめない方に分かれると思います。 私は一切楽しめなかったので、人にオススメ出来ないゲームです。","2023-07-04T16:12:37.573Z"
"r",1,"まずスキル選択の時と、それ以外の時も、現在取得してるスキルを確認できるようにしろ。アイコンだけでわかるわけないだろ。 ルーンの効果も同じく、プレー中にいつでも確認できるようにしろ。 作者の自己満のゴミゲーならGoogleplayに出すな。 あとスキルの表示が大嘘。 ｢シナジー｣の｢サイトマジック｣で、｢弾の被弾時効果も与える｣と書いてあるのに、シナジーのダメージがずっと40のまま。弾のダメージアップをしたらシナジーも｢眩しい光｣のダメージも増加するはずなのに増えない。 ｢ルーン｣の画面でも、｢選択をクリア｣を押してるのにクリアできてない。 表示で大嘘ついてるゴミゲー。まともにプレーできまない。","2023-08-24T22:30:30.752Z"
"紺屋黒猫",1,"この手のサバイバルゲームとしては酷いレベルの仕上がり。 具体的には、移動と攻撃に関する仕様です。 移動は敵が存在しない場所を指定して動かないと移動しませんし、移動したい場所に敵が居れば「攻撃を優先する」ので移動をせずに攻撃を始めます。 →そのまま袋叩きにあってゲームオーバー 攻撃は「ターゲットを指定するマニュアル方式」なのでオート攻撃ではありませんし、攻撃した後に「弾のリロード」が入るのでゲームのテンポが悪くなり爽快感はその分だけ少ないです。 →リロード中は攻撃不可能なものがある 　（魔法攻撃は試してみれば判るね） また、クトゥルフ神話を元にしてる為か 「木に擬態した敵」も登場するので前述の通り移動が余計にし難くなっており難易度は高め。 攻撃と移動に関するオプション機能も無いのでマゾいゲームが好きなら受けるかも知れない。 少なくとも、他のサバイバルゲームと比べると難易度は""仕様""のせいで非常に高くなっており初心者向けではないのは留意してプレイしよう。 因みに、ダークな雰囲気はだけは個人的に◎","2022-11-21T23:56:41.486Z"
"N猫",1,"なんかびっくりですね。 広告見て獲得するルーン強化のアイテムが３０秒くらいの広告を１０回見ないと貰えない仕様なんて、 １０/０って書いていたので、２ｋを１０回分。良心的だなと思ったが束の間。１０回見ないととかｗ いやぁ普通にプレイしたほうがいいっすね","2023-03-09T14:15:54.988Z"
"thor kugayama",1,"ゲーム自体は悪くないが、画面の回転に対応していないのが致命的。 ZenFone9だと左下に内カメラが来てしまい、移動時に誤作動を起こす。 これがなければ★3かな。","2023-04-09T15:39:08.203Z"
"渡辺靖之",1,"Google Pixel6aでキャラ操作パッドが出てこない。 有料版でも同じだった","2024-06-03T12:30:13.657Z"
"じろ",1,"高評価が多いですが、自分は、ジョイスティックが固定の設定にできないのがストレスでやめました。普通のパッドで遊べるゲームに少しリスペクトをしてほしいです。","2023-05-28T16:27:42.342Z"
"37564 h",1,"ゲームプレイ以前に広告がエグいなとしか思わなかった。 広告が気にならない人は面白いのかもしれない。","2023-07-16T12:54:16.181Z"
"jelly F",1,"操作性が合いませんでした。 チュートリアルや、 いつでも見られるゲーム説明があると良かったのにな。","2023-09-22T22:54:41.170Z"
"TaKa (TaKa)",1,"武器もキャラも少なく、育成も毎回似たりよったりなる。ヴンサバのが数段面白い","2023-03-07T04:12:07.380Z"
"ドラン",1,"ずっと逃げ惑うことになる 二百体ぐらいの軍団に膨れ上がるので武器の基礎性能が上がらない限りまともに遊べない","2023-04-04T21:12:07.833Z"
"山田山田男",1,"90％以上の確率で十字キーを押してもキャラが動かないバグが発生する","2023-03-29T04:53:40.825Z"
"はたらく細胞",1,"1分以上の広告が長すぎ。時間は金だよ。","2022-12-07T04:51:05.525Z"
"RinchanzJelly *UMEHARA._",1,"バランスが❌ 特に寺院なんかは1部の武器では通らないようになっている。","2023-02-24T20:44:47.683Z"
"かや",1,"最近の更新から移動がうまく出来なくなった","2023-11-25T04:48:49.238Z"
"ケモ",1,"ヴァンサバみたいに自動攻撃かと思ったらタップしないとダメだった。20分間ひたすらタップさせるの？","2024-05-12T01:15:50.426Z"
"くろゆー",1,"ゲーム内のショップで購入ができない。","2023-06-01T06:55:17.402Z"
"Gray",1,"端末故障でデータ移行出来ないので時間の無駄だった","2023-12-28T22:32:33.671Z"
"ゆう",1,"プレイパスなのにコインアイテムなど購入できませんよ","2023-06-04T14:12:58.670Z"
"JORDAN 8",1,"操作性悪すぎ！switchかpsで発売してください","2023-11-13T06:18:51.906Z"
"Jet Straight",1,"ドロップアイテム回収面倒","2022-11-13T17:14:24.460Z"
"波多野応春",1,"操作が最悪最悪↯↯👎要らんアンインストール","2022-11-25T12:27:45.228Z"
"ぬこぉぉぉぉぉぉ",1,"ファミコンレベルのヴァンパイアハンターwww","2022-11-06T15:21:25.349Z"
"だいきち",1,"ヴァンパイアサバイバーのパクリ","2022-12-01T12:19:29.609Z"
"おさひろ",1,"ナニコレ","2023-02-07T03:06:05.643Z"
"塩そると",1,"ゴミ","2022-11-06T15:41:31.829Z"
